Unnamed: 0,NAME,DATE,PRCP,TAVG,TMAX,TMIN
39905,"RESISTENCIA AERO, AR",2011-01-08,7.9,25.2,34.0,21.8
39906,"RESISTENCIA AERO, AR",2011-01-09,2.0,24.7,33.5,21.8
39907,"RESISTENCIA AERO, AR",2011-01-10,25.9,25.6,31.18395002998689,22.0
39908,"RESISTENCIA AERO, AR",2011-01-11,0.0,24.9,31.8,20.5
39909,"RESISTENCIA AERO, AR",2011-01-12,,26.2,33.66595695463053,19.0
39910,"RESISTENCIA AERO, AR",2011-01-13,,26.4,34.0,18.0
39911,"RESISTENCIA AERO, AR",2011-01-14,,28.0,35.79539647904454,19.6
39912,"RESISTENCIA AERO, AR",2011-01-15,,28.9,36.5,20.5
39913,"RESISTENCIA AERO, AR",2011-01-16,,29.7,37.20470715786552,21.8
39914,"RESISTENCIA AERO, AR",2011-01-17,0.0,26.0,38.2,22.3
39915,"RESISTENCIA AERO, AR",2011-01-18,0.3,26.9,34.165748159778865,19.6
39916,"RESISTENCIA AERO, AR",2011-01-19,0.0,30.1,37.269358153036094,23.2
39917,"RESISTENCIA AERO, AR",2011-01-20,11.9,26.3,38.0,21.69897076792636
39918,"RESISTENCIA AERO, AR",2011-01-21,0.0,27.2,33.96929961051936,21.2
39919,"RESISTENCIA AERO, AR",2011-01-22,,27.7,34.4,21.5
39920,"RESISTENCIA AERO, AR",2011-01-23,,28.7,35.0,22.874197430119533
39921,"RESISTENCIA AERO, AR",2011-01-24,0.5,27.8,36.4,22.6
39922,"RESISTENCIA AERO, AR",2011-01-25,0.0,29.7,36.51299021993828,23.616438492399446
39923,"RESISTENCIA AERO, AR",2011-01-26,,31.7,38.2,26.1
39924,"RESISTENCIA AERO, AR",2011-01-27,0.8,29.7,39.0,26.2
39925,"RESISTENCIA AERO, AR",2011-01-28,0.0,28.5,35.24496626869397,22.55512290246692
39926,"RESISTENCIA AERO, AR",2011-01-29,37.1,26.5,37.1,23.0
39927,"RESISTENCIA AERO, AR",2011-01-30,0.0,28.9,35.42444639418229,23.5
39928,"RESISTENCIA AERO, AR",2011-01-31,,29.3,34.9,25.7
39929,"RESISTENCIA AERO, AR",2011-02-01,46.0,25.0,28.0,21.771329083288933
39930,"RESISTENCIA AERO, AR",2011-02-02,0.0,26.0,32.1115360773927,21.0
39931,"RESISTENCIA AERO, AR",2011-02-03,,29.0,35.52999084684914,23.6
39932,"RESISTENCIA AERO, AR",2011-02-04,,28.5,35.0,26.0
39933,"RESISTENCIA AERO, AR",2011-02-05,,26.6,31.053712935983317,24.0
39934,"RESISTENCIA AERO, AR",2011-02-06,36.1,26.2,31.7,23.6
39935,"RESISTENCIA AERO, AR",2011-02-07,9.9,27.7,32.76970535408362,25.2
39936,"RESISTENCIA AERO, AR",2011-02-08,36.1,23.3,32.8,21.9
39937,"RESISTENCIA AERO, AR",2011-02-09,1.0,21.4,25.4,18.32014888022367
39938,"RESISTENCIA AERO, AR",2011-02-10,0.3,23.2,28.301181116928213,19.82353129450309
39939,"RESISTENCIA AERO, AR",2011-02-11,0.0,25.0,30.502210983157617,20.8
39940,"RESISTENCIA AERO, AR",2011-02-12,0.3,24.9,31.2,22.5
39941,"RESISTENCIA AERO, AR",2011-02-13,4.1,25.4,31.266024797618552,21.469048233584918
39942,"RESISTENCIA AERO, AR",2011-02-14,0.0,26.1,32.0,20.765021878080848
39943,"RESISTENCIA AERO, AR",2011-02-15,,24.8,31.8,18.3
39944,"RESISTENCIA AERO, AR",2011-02-16,,26.9,34.36427965988093,19.6
39945,"RESISTENCIA AERO, AR",2011-02-17,,29.4,35.46278547463847,24.9
39946,"RESISTENCIA AERO, AR",2011-02-18,,27.1,35.0,20.45491263389776
39947,"RESISTENCIA AERO, AR",2011-02-19,3.0,26.3,32.00022276118781,22.7
39948,"RESISTENCIA AERO, AR",2011-02-20,4.1,26.3,32.4,21.5
39949,"RESISTENCIA AERO, AR",2011-02-21,15.0,25.8,32.5,23.6
39950,"RESISTENCIA AERO, AR",2011-02-22,59.9,24.8,30.5,22.4
39951,"RESISTENCIA AERO, AR",2011-02-23,6.1,24.4,29.4,22.4
39952,"RESISTENCIA AERO, AR",2011-02-24,34.0,24.1,29.633186315184837,20.0
39953,"RESISTENCIA AERO, AR",2011-02-25,0.0,23.9,28.6,20.6
39954,"RESISTENCIA AERO, AR",2011-02-26,0.0,24.8,29.342731754705856,21.8
39955,"RESISTENCIA AERO, AR",2011-02-27,,23.9,29.6,18.1
39956,"RESISTENCIA AERO, AR",2011-02-28,,22.7,29.2,16.8
39957,"RESISTENCIA AERO, AR",2011-03-01,,25.2,31.80631136561642,19.48299911477241
39958,"RESISTENCIA AERO, AR",2011-03-02,,25.8,32.41833717264682,20.03573553374781
39959,"RESISTENCIA AERO, AR",2011-03-03,,26.7,32.83488003299381,21.7
39960,"RESISTENCIA AERO, AR",2011-03-04,,26.4,32.3,20.4
39961,"RESISTENCIA AERO, AR",2011-03-05,,24.8,32.2,17.8
39962,"RESISTENCIA AERO, AR",2011-03-06,,25.8,32.2,19.0
39963,"RESISTENCIA AERO, AR",2011-03-07,,27.9,33.4,22.7
39964,"RESISTENCIA AERO, AR",2011-03-08,,27.2,34.3,21.01357302287754
39965,"RESISTENCIA AERO, AR",2011-03-09,,26.9,34.3,21.9
39966,"RESISTENCIA AERO, AR",2011-03-10,,26.8,34.6,20.9
39967,"RESISTENCIA AERO, AR",2011-03-11,,27.3,34.8,20.8758652766481
39968,"RESISTENCIA AERO, AR",2011-03-12,,28.2,35.14662665221944,21.9
39969,"RESISTENCIA AERO, AR",2011-03-13,0.5,21.0,36.1,18.179795345235448
39970,"RESISTENCIA AERO, AR",2011-03-14,0.0,17.9,24.394539217970436,12.491710813525094
39971,"RESISTENCIA AERO, AR",2011-03-15,,20.6,27.084597304086444,15.223427426980379
39972,"RESISTENCIA AERO, AR",2011-03-16,,23.4,31.844551624120115,14.6
39973,"RESISTENCIA AERO, AR",2011-03-17,,23.3,33.6,14.6
39974,"RESISTENCIA AERO, AR",2011-03-18,2.0,22.8,29.3,18.96950867863999
39975,"RESISTENCIA AERO, AR",2011-03-19,0.0,20.9,30.036920580146948,11.0
39976,"RESISTENCIA AERO, AR",2011-03-20,0.0,22.8,31.030672205934433,14.6
39977,"RESISTENCIA AERO, AR",2011-03-21,0.5,23.5,31.6,20.3
39978,"RESISTENCIA AERO, AR",2011-03-22,2.0,26.5,32.67201727304017,22.122913013479184
39979,"RESISTENCIA AERO, AR",2011-03-23,0.0,25.9,32.520717935734574,20.128327583905
39980,"RESISTENCIA AERO, AR",2011-03-24,,23.7,30.7,21.6
39981,"RESISTENCIA AERO, AR",2011-03-25,,25.9,32.520717935734574,20.128327583905
39982,"RESISTENCIA AERO, AR",2011-03-26,5.1,24.2,33.8,20.106600616071194
39983,"RESISTENCIA AERO, AR",2011-03-27,14.0,20.6,25.4,17.15611004267885
39984,"RESISTENCIA AERO, AR",2011-03-28,3.0,19.9,22.43985885689605,18.8
39985,"RESISTENCIA AERO, AR",2011-03-29,7.1,21.6,25.113783194211834,19.6
39986,"RESISTENCIA AERO, AR",2011-03-30,0.0,23.8,28.30580385927155,20.8
39987,"RESISTENCIA AERO, AR",2011-03-31,,23.9,30.41183716338699,18.4
39988,"RESISTENCIA AERO, AR",2011-04-01,,24.0,30.2,18.6
39989,"RESISTENCIA AERO, AR",2011-04-02,,21.9,30.2,16.8
39990,"RESISTENCIA AERO, AR",2011-04-03,,23.6,30.5,15.1
39991,"RESISTENCIA AERO, AR",2011-04-04,,23.7,31.0,16.2
39992,"RESISTENCIA AERO, AR",2011-04-05,,22.4,31.1,16.2
39993,"RESISTENCIA AERO, AR",2011-04-06,,23.8,32.633159451018244,13.4
39994,"RESISTENCIA AERO, AR",2011-04-07,,21.4,31.4,12.9
39995,"RESISTENCIA AERO, AR",2011-04-08,,22.9,31.0,14.4
39996,"RESISTENCIA AERO, AR",2011-04-09,,19.9,31.0,11.0
39997,"RESISTENCIA AERO, AR",2011-04-10,,19.1,27.548680325185888,11.0
39998,"RESISTENCIA AERO, AR",2011-04-11,,19.8,27.51908322911049,12.7
39999,"RESISTENCIA AERO, AR",2011-04-12,0.0,21.4,29.3,16.5
40000,"RESISTENCIA AERO, AR",2011-04-13,,22.2,28.73849507298388,16.740288589128323
40001,"RESISTENCIA AERO, AR",2011-04-14,,27.0,34.40995095397993,19.8
40002,"RESISTENCIA AERO, AR",2011-04-15,4.1,23.4,34.0,19.45448287915826
40003,"RESISTENCIA AERO, AR",2011-04-16,27.9,22.6,27.50611861235584,19.31360397619025
40004,"RESISTENCIA AERO, AR",2011-04-17,2.0,22.4,27.24465094867714,19.139048295461883
40005,"RESISTENCIA AERO, AR",2011-04-18,0.0,19.2,28.2,11.873554914983869
40006,"RESISTENCIA AERO, AR",2011-04-19,34.0,18.0,22.82736938563001,13.4
40007,"RESISTENCIA AERO, AR",2011-04-20,11.9,21.6,27.551345522183,16.1
40008,"RESISTENCIA AERO, AR",2011-04-21,30.0,20.9,30.5,18.7
40009,"RESISTENCIA AERO, AR",2011-04-22,0.0,25.6,32.33040791331941,19.7
40010,"RESISTENCIA AERO, AR",2011-04-23,26.9,22.7,32.8,18.72455578889363
40011,"RESISTENCIA AERO, AR",2011-04-24,0.0,17.2,24.235371784713614,11.0
40012,"RESISTENCIA AERO, AR",2011-04-25,,16.4,24.94993367748623,8.4
40013,"RESISTENCIA AERO, AR",2011-04-26,,18.7,26.904941257117112,11.0
40014,"RESISTENCIA AERO, AR",2011-04-27,,21.0,28.941366592383353,13.5
40015,"RESISTENCIA AERO, AR",2011-04-28,,21.6,29.2,14.5
40016,"RESISTENCIA AERO, AR",2011-04-29,,20.1,28.5,13.153128878348811
40017,"RESISTENCIA AERO, AR",2011-04-30,,17.3,25.2,15.8
40018,"RESISTENCIA AERO, AR",2011-05-01,0.0,13.4,20.9,10.0
40019,"RESISTENCIA AERO, AR",2011-05-02,0.3,12.5,17.3,7.5
40020,"RESISTENCIA AERO, AR",2011-05-03,0.0,13.1,20.527911797264238,6.5
40021,"RESISTENCIA AERO, AR",2011-05-04,,15.2,23.465353931002834,7.6
40022,"RESISTENCIA AERO, AR",2011-05-05,,16.0,24.331382166039123,8.3
40023,"RESISTENCIA AERO, AR",2011-05-06,,17.1,26.0,9.653653470646882
40024,"RESISTENCIA AERO, AR",2011-05-07,,18.0,26.464438579010736,10.0
40025,"RESISTENCIA AERO, AR",2011-05-08,,22.3,27.5,17.1
40026,"RESISTENCIA AERO, AR",2011-05-09,0.0,19.4,26.1,13.559974328654015
40027,"RESISTENCIA AERO, AR",2011-05-10,0.0,20.7,23.0,16.7
40028,"RESISTENCIA AERO, AR",2011-05-11,,23.1,27.677476758360875,20.0
40029,"RESISTENCIA AERO, AR",2011-05-12,0.0,21.6,27.2,19.0
40030,"RESISTENCIA AERO, AR",2011-05-13,0.5,22.0,26.38562336341645,18.9
40031,"RESISTENCIA AERO, AR",2011-05-14,18.0,19.6,27.7,15.176019059660973
40032,"RESISTENCIA AERO, AR",2011-05-15,0.0,16.6,21.120805513079784,13.0
40033,"RESISTENCIA AERO, AR",2011-05-16,,15.8,22.06633515957423,10.4
40034,"RESISTENCIA AERO, AR",2011-05-17,,16.6,23.26366074186249,10.8
40035,"RESISTENCIA AERO, AR",2011-05-18,,18.2,23.6,13.358589225635283
40036,"RESISTENCIA AERO, AR",2011-05-19,,17.6,25.869843515992347,9.9
40037,"RESISTENCIA AERO, AR",2011-05-20,,18.6,26.0,12.204274830101108
40038,"RESISTENCIA AERO, AR",2011-05-21,,20.1,26.414802041868228,14.8
40039,"RESISTENCIA AERO, AR",2011-05-22,0.0,22.2,28.18249758323625,17.4
40040,"RESISTENCIA AERO, AR",2011-05-23,14.0,22.7,30.5,20.9
40041,"RESISTENCIA AERO, AR",2011-05-24,0.0,21.9,26.2,20.7
40042,"RESISTENCIA AERO, AR",2011-05-25,6.1,18.6,23.9,14.747277600270445
40043,"RESISTENCIA AERO, AR",2011-05-26,0.5,14.4,18.8,10.699992930891995
40044,"RESISTENCIA AERO, AR",2011-05-27,0.0,15.1,21.89794771071834,9.468750465041406
40045,"RESISTENCIA AERO, AR",2011-05-28,,12.4,19.119803530837757,6.6
40046,"RESISTENCIA AERO, AR",2011-05-29,,13.0,20.34044689930367,6.5
40047,"RESISTENCIA AERO, AR",2011-05-30,,17.4,24.612073950025835,11.0
40048,"RESISTENCIA AERO, AR",2011-05-31,,18.3,25.0,15.8
40049,"RESISTENCIA AERO, AR",2011-06-01,,16.5,22.3,12.5
40050,"RESISTENCIA AERO, AR",2011-06-02,,18.7,23.875460039427786,14.6
40051,"RESISTENCIA AERO, AR",2011-06-03,0.5,18.2,23.2,16.5
40052,"RESISTENCIA AERO, AR",2011-06-04,4.1,13.9,20.1,9.178438062480668
40053,"RESISTENCIA AERO, AR",2011-06-05,0.0,11.5,18.297195346776007,5.7
40054,"RESISTENCIA AERO, AR",2011-06-06,,15.2,20.1,9.0
40055,"RESISTENCIA AERO, AR",2011-06-07,15.0,12.8,19.4,11.5
40056,"RESISTENCIA AERO, AR",2011-06-08,0.0,12.3,16.1231386549975,9.4
40057,"RESISTENCIA AERO, AR",2011-06-09,,10.8,17.415219200856278,5.3
40058,"RESISTENCIA AERO, AR",2011-06-10,,12.6,19.848684371799386,6.636959068380167
40059,"RESISTENCIA AERO, AR",2011-06-11,,15.1,23.757673066186662,7.0
40060,"RESISTENCIA AERO, AR",2011-06-12,,18.7,27.312490518865836,10.4
40061,"RESISTENCIA AERO, AR",2011-06-13,0.0,17.4,26.4,9.926258666755981
40062,"RESISTENCIA AERO, AR",2011-06-14,,17.8,22.80568286573856,13.8
40063,"RESISTENCIA AERO, AR",2011-06-15,,20.7,27.81928237609508,14.4
40064,"RESISTENCIA AERO, AR",2011-06-16,,20.7,26.7,17.5
40065,"RESISTENCIA AERO, AR",2011-06-17,,22.2,28.73849507298388,16.740288589128323
40066,"RESISTENCIA AERO, AR",2011-06-18,,21.8,28.1,17.5
40067,"RESISTENCIA AERO, AR",2011-06-19,,25.4,28.6,18.3
40068,"RESISTENCIA AERO, AR",2011-06-20,,23.7,28.7,20.0
40069,"RESISTENCIA AERO, AR",2011-06-21,3.0,20.4,28.3,19.5
40070,"RESISTENCIA AERO, AR",2011-06-22,18.0,17.5,20.7,14.702005719215212
40071,"RESISTENCIA AERO, AR",2011-06-23,5.1,13.3,17.7,12.0
40072,"RESISTENCIA AERO, AR",2011-06-24,0.0,9.6,15.8,5.3
40073,"RESISTENCIA AERO, AR",2011-06-25,0.0,11.4,16.588699509804346,7.3
40074,"RESISTENCIA AERO, AR",2011-06-26,,7.3,15.8,3.2
40075,"RESISTENCIA AERO, AR",2011-06-27,,5.1,14.45894622300307,-0.4497036882348766
40076,"RESISTENCIA AERO, AR",2011-06-28,,6.7,15.300016420828442,-0.7
40077,"RESISTENCIA AERO, AR",2011-06-29,,10.3,19.5099743190252,1.2
40078,"RESISTENCIA AERO, AR",2011-06-30,,11.9,20.112621705416824,4.4
40079,"RESISTENCIA AERO, AR",2011-07-01,,10.6,20.3,4.7
40080,"RESISTENCIA AERO, AR",2011-07-02,,5.9,14.59077302545528,-1.0
40081,"RESISTENCIA AERO, AR",2011-07-03,,5.6,15.4,-1.5
40082,"RESISTENCIA AERO, AR",2011-07-04,,6.0,14.5,0.4
40083,"RESISTENCIA AERO, AR",2011-07-05,,6.7,15.101904478251916,-0.3
40084,"RESISTENCIA AERO, AR",2011-07-06,,7.4,16.2,-0.5
40085,"RESISTENCIA AERO, AR",2011-07-07,,7.4,15.554260145454478,0.5
40086,"RESISTENCIA AERO, AR",2011-07-08,,8.2,16.17796535582532,1.5848445195594163
40087,"RESISTENCIA AERO, AR",2011-07-09,,13.3,23.96892609765528,1.2
40088,"RESISTENCIA AERO, AR",2011-07-10,5.1,17.6,22.0,11.0
40089,"RESISTENCIA AERO, AR",2011-07-11,0.0,15.7,22.407172459097904,10.1292374136371
40090,"RESISTENCIA AERO, AR",2011-07-12,,22.2,31.447286675509126,10.2
40091,"RESISTENCIA AERO, AR",2011-07-13,,22.6,32.3,18.9
40092,"RESISTENCIA AERO, AR",2011-07-14,,23.2,30.162774667158075,17.1
40093,"RESISTENCIA AERO, AR",2011-07-15,,25.8,31.4,19.4
40094,"RESISTENCIA AERO, AR",2011-07-16,,20.0,32.0,11.937735185480905
40095,"RESISTENCIA AERO, AR",2011-07-17,,15.4,20.3,13.0
40096,"RESISTENCIA AERO, AR",2011-07-18,0.0,16.6,19.2,14.1
40097,"RESISTENCIA AERO, AR",2011-07-19,0.0,15.2,19.0,11.9
40098,"RESISTENCIA AERO, AR",2011-07-20,6.1,10.0,18.8,8.6
40099,"RESISTENCIA AERO, AR",2011-07-21,26.9,10.3,15.866640255797995,4.9
40100,"RESISTENCIA AERO, AR",2011-07-22,0.0,9.9,18.01446067409027,2.6
40101,"RESISTENCIA AERO, AR",2011-07-23,,11.6,20.253425519579874,3.5
40102,"RESISTENCIA AERO, AR",2011-07-24,,17.2,25.56532094041326,9.4
40103,"RESISTENCIA AERO, AR",2011-07-25,,22.7,30.271672766569974,15.7
40104,"RESISTENCIA AERO, AR",2011-07-26,,18.3,29.6,10.180576935364591
40105,"RESISTENCIA AERO, AR",2011-07-27,,17.2,24.324817103747876,10.9
40106,"RESISTENCIA AERO, AR",2011-07-28,,22.9,31.573587676225817,13.6
40107,"RESISTENCIA AERO, AR",2011-07-29,,19.6,31.6,11.526471894938574
40108,"RESISTENCIA AERO, AR",2011-07-30,,12.9,23.5,4.578992528441809
40109,"RESISTENCIA AERO, AR",2011-07-31,,11.4,13.0,9.306206478148336
40110,"RESISTENCIA AERO, AR",2011-08-01,3.0,8.6,11.8,6.907736041672205
40111,"RESISTENCIA AERO, AR",2011-08-02,1.0,7.6,13.925208943109517,4.6
40112,"RESISTENCIA AERO, AR",2011-08-03,0.0,9.2,17.877828017371865,1.0
40113,"RESISTENCIA AERO, AR",2011-08-04,,9.3,18.687721789277525,-0.3
40114,"RESISTENCIA AERO, AR",2011-08-05,,13.3,22.892349918569593,3.8
40115,"RESISTENCIA AERO, AR",2011-08-06,,16.2,25.8494822536555,6.5
40116,"RESISTENCIA AERO, AR",2011-08-07,,21.1,27.600416777799193,15.704980794473647
40117,"RESISTENCIA AERO, AR",2011-08-08,,20.8,31.6,12.911075746638561
40118,"RESISTENCIA AERO, AR",2011-08-09,0.0,17.8,28.0,15.0
40119,"RESISTENCIA AERO, AR",2011-08-10,,19.2,26.397117946862803,12.8
40120,"RESISTENCIA AERO, AR",2011-08-11,,22.3,29.131965707953132,16.4
40121,"RESISTENCIA AERO, AR",2011-08-12,,27.3,34.54881323191018,20.4
40122,"RESISTENCIA AERO, AR",2011-08-13,,21.2,34.9,13.206069328620217
40123,"RESISTENCIA AERO, AR",2011-08-14,,16.4,21.6,13.8
40124,"RESISTENCIA AERO, AR",2011-08-15,0.0,17.9,24.394539217970436,12.491710813525094
40125,"RESISTENCIA AERO, AR",2011-08-16,,23.5,31.973355560147922,14.6
40126,"RESISTENCIA AERO, AR",2011-08-17,,15.9,20.670383210896098,12.0
40127,"RESISTENCIA AERO, AR",2011-08-18,,20.6,28.361493028764766,13.4
40128,"RESISTENCIA AERO, AR",2011-08-19,0.0,14.0,28.0,11.5
40129,"RESISTENCIA AERO, AR",2011-08-20,0.0,9.0,17.099431817721932,1.8
40130,"RESISTENCIA AERO, AR",2011-08-21,,8.0,16.2,-1.1
40131,"RESISTENCIA AERO, AR",2011-08-22,,9.1,16.7,2.3
40132,"RESISTENCIA AERO, AR",2011-08-23,,7.8,16.747149625079086,-0.8
40133,"RESISTENCIA AERO, AR",2011-08-24,,11.8,21.219186295045183,2.5
40134,"RESISTENCIA AERO, AR",2011-08-25,,15.4,22.151101101729324,9.799826054854623
40135,"RESISTENCIA AERO, AR",2011-08-26,,16.2,24.2853991889397,8.8
40136,"RESISTENCIA AERO, AR",2011-08-27,,23.9,32.60356865915463,14.1
40137,"RESISTENCIA AERO, AR",2011-08-28,,19.2,25.648715593202382,13.7
40138,"RESISTENCIA AERO, AR",2011-08-29,,17.0,24.5646223125681,10.2
40139,"RESISTENCIA AERO, AR",2011-08-30,,16.9,25.0,9.9
40140,"RESISTENCIA AERO, AR",2011-08-31,,14.7,23.5,4.0
40141,"RESISTENCIA AERO, AR",2011-09-01,,13.9,22.7,6.348962599381416
40142,"RESISTENCIA AERO, AR",2011-09-02,,19.0,27.829625220359958,10.3
40143,"RESISTENCIA AERO, AR",2011-09-03,,23.9,32.526789857971195,14.4
40144,"RESISTENCIA AERO, AR",2011-09-04,,26.4,33.11009866040372,20.5
40145,"RESISTENCIA AERO, AR",2011-09-05,,17.7,24.205359966929205,12.28123168715727
40146,"RESISTENCIA AERO, AR",2011-09-06,,13.7,23.180445298969406,4.4
40147,"RESISTENCIA AERO, AR",2011-09-07,,15.9,23.2,9.4
40148,"RESISTENCIA AERO, AR",2011-09-08,,16.3,24.5443717079287,8.7
40149,"RESISTENCIA AERO, AR",2011-09-09,,17.1,27.252465221133743,6.0
40150,"RESISTENCIA AERO, AR",2011-09-10,,20.2,27.61805953776076,13.5
40151,"RESISTENCIA AERO, AR",2011-09-11,,18.2,29.2,10.4
40152,"RESISTENCIA AERO, AR",2011-09-12,,18.7,28.09285637048299,9.0
40153,"RESISTENCIA AERO, AR",2011-09-13,,21.3,30.76409786284713,9.3
40154,"RESISTENCIA AERO, AR",2011-09-14,,21.7,31.9,13.995151974764376
40155,"RESISTENCIA AERO, AR",2011-09-15,0.0,19.7,29.7,11.98885930881697
40156,"RESISTENCIA AERO, AR",2011-09-16,4.1,20.6,24.98591377319079,17.489899542893095
40157,"RESISTENCIA AERO, AR",2011-09-17,18.0,21.7,27.5,18.0
40158,"RESISTENCIA AERO, AR",2011-09-18,9.9,18.7,22.770619489757244,15.66206427159134
40159,"RESISTENCIA AERO, AR",2011-09-19,0.0,16.3,22.5,10.708954645318693
40160,"RESISTENCIA AERO, AR",2011-09-20,0.5,15.4,21.860642233481446,7.4
40161,"RESISTENCIA AERO, AR",2011-09-21,0.0,17.1,26.165602217548766,8.3
40162,"RESISTENCIA AERO, AR",2011-09-22,,19.8,28.988257933971678,10.2
40163,"RESISTENCIA AERO, AR",2011-09-23,,18.3,28.5,14.5
40164,"RESISTENCIA AERO, AR",2011-09-24,,16.4,24.874559198415632,8.5
40165,"RESISTENCIA AERO, AR",2011-09-25,,18.8,28.310919445565247,8.8
40166,"RESISTENCIA AERO, AR",2011-09-26,,22.2,28.73849507298388,16.740288589128323
40167,"RESISTENCIA AERO, AR",2011-09-27,,22.4,30.8,14.5
40168,"RESISTENCIA AERO, AR",2011-09-28,,24.2,33.00052665361046,12.0
40169,"RESISTENCIA AERO, AR",2011-09-29,,28.7,35.4581213183312,22.737917601953527
40170,"RESISTENCIA AERO, AR",2011-09-30,,31.6,39.0,25.9
40171,"RESISTENCIA AERO, AR",2011-10-01,32.0,22.7,39.3,20.0
40172,"RESISTENCIA AERO, AR",2011-10-02,13.0,21.9,26.599809724602792,18.693854099201392
40173,"RESISTENCIA AERO, AR",2011-10-03,0.0,19.6,28.7,14.0
40174,"RESISTENCIA AERO, AR",2011-10-04,,16.3,24.5,9.208263999463275
40175,"RESISTENCIA AERO, AR",2011-10-05,,19.0,25.868106192041736,13.0
40176,"RESISTENCIA AERO, AR",2011-10-06,0.0,24.8,32.63966522856702,17.1
40177,"RESISTENCIA AERO, AR",2011-10-07,,28.2,34.92527958122831,22.278182367569705
40178,"RESISTENCIA AERO, AR",2011-10-08,69.1,21.2,36.2,18.325976581749362
40179,"RESISTENCIA AERO, AR",2011-10-09,11.9,20.6,23.5,18.023720519425094
40180,"RESISTENCIA AERO, AR",2011-10-10,0.0,18.9,25.364461048556382,13.528517945417494
40181,"RESISTENCIA AERO, AR",2011-10-11,,21.3,27.33767938371296,16.4
40182,"RESISTENCIA AERO, AR",2011-10-12,0.8,22.1,26.9,18.722812760729166
40183,"RESISTENCIA AERO, AR",2011-10-13,1.0,20.8,25.2,17.531973525934394
40184,"RESISTENCIA AERO, AR",2011-10-14,0.0,19.7,25.2,14.819249410410043
40185,"RESISTENCIA AERO, AR",2011-10-15,0.0,21.1,26.630476154907697,16.8
40186,"RESISTENCIA AERO, AR",2011-10-16,,20.5,28.716436314533194,12.6
40187,"RESISTENCIA AERO, AR",2011-10-17,,21.4,28.3,13.3
40188,"RESISTENCIA AERO, AR",2011-10-18,,23.8,30.38193654589326,18.20642154433883
40189,"RESISTENCIA AERO, AR",2011-10-19,,22.7,29.7,16.720898871690835
40190,"RESISTENCIA AERO, AR",2011-10-20,,22.2,29.972256621257156,14.9
40191,"RESISTENCIA AERO, AR",2011-10-21,,23.0,31.439172528291035,14.3
40192,"RESISTENCIA AERO, AR",2011-10-22,,26.4,33.35375977352196,20.1
40193,"RESISTENCIA AERO, AR",2011-10-23,,24.8,33.1,17.963088309202064
40194,"RESISTENCIA AERO, AR",2011-10-24,24.9,22.4,29.2,20.5
40195,"RESISTENCIA AERO, AR",2011-10-25,11.9,20.1,26.5,16.9
40196,"RESISTENCIA AERO, AR",2011-10-26,0.0,20.0,25.3,15.9
40197,"RESISTENCIA AERO, AR",2011-10-27,,19.3,25.836997176541626,13.7
40198,"RESISTENCIA AERO, AR",2011-10-28,,22.2,29.10501010871571,16.2
40199,"RESISTENCIA AERO, AR",2011-10-29,20.1,22.4,28.4,18.674910213584855
40200,"RESISTENCIA AERO, AR",2011-10-30,0.0,19.9,25.6,12.6
40201,"RESISTENCIA AERO, AR",2011-10-31,,18.6,24.2,11.2
40202,"RESISTENCIA AERO, AR",2011-11-01,,20.2,27.240389500027575,14.0
40203,"RESISTENCIA AERO, AR",2011-11-02,,23.2,29.65294966076887,17.8
40204,"RESISTENCIA AERO, AR",2011-11-03,,23.4,29.6,16.9
40205,"RESISTENCIA AERO, AR",2011-11-04,,25.9,33.591306683107845,18.3
40206,"RESISTENCIA AERO, AR",2011-11-05,46.0,24.0,35.0,19.5
40207,"RESISTENCIA AERO, AR",2011-11-06,2.0,24.5,30.007270869662662,20.6
40208,"RESISTENCIA AERO, AR",2011-11-07,0.0,26.1,33.62513539431031,18.8
40209,"RESISTENCIA AERO, AR",2011-11-08,,27.6,34.43114043807224,21.5
40210,"RESISTENCIA AERO, AR",2011-11-09,,29.8,36.24491843928917,24.6
40211,"RESISTENCIA AERO, AR",2011-11-10,51.1,23.3,35.7,19.600045262015072
40212,"RESISTENCIA AERO, AR",2011-11-11,0.0,21.3,28.49336674530082,14.9
40213,"RESISTENCIA AERO, AR",2011-11-12,2.0,20.3,28.2,16.024608082720455
40214,"RESISTENCIA AERO, AR",2011-11-13,31.0,21.9,26.40603759071928,18.6
40215,"RESISTENCIA AERO, AR",2011-11-14,0.0,21.8,25.5,20.6
40216,"RESISTENCIA AERO, AR",2011-11-15,16.0,21.4,26.65916669381951,16.9
40217,"RESISTENCIA AERO, AR",2011-11-16,0.0,21.4,26.6,16.0
40218,"RESISTENCIA AERO, AR",2011-11-17,,22.6,29.98324451538513,15.9
40219,"RESISTENCIA AERO, AR",2011-11-18,,24.7,31.29792740625033,19.02562330723385
40220,"RESISTENCIA AERO, AR",2011-11-19,,25.7,30.99749041130554,21.8
40221,"RESISTENCIA AERO, AR",2011-11-20,70.1,22.0,32.8,18.09134414231428
40222,"RESISTENCIA AERO, AR",2011-11-21,48.0,20.7,25.27376130449218,17.0
40223,"RESISTENCIA AERO, AR",2011-11-22,3.0,21.8,27.460644353888,16.8
40224,"RESISTENCIA AERO, AR",2011-11-23,0.0,23.4,30.426393307373107,17.2
40225,"RESISTENCIA AERO, AR",2011-11-24,,25.4,32.00996917974551,19.666724964081627
